asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
0823828b2221b4beaeefdd50d8fed560,374,0.001011,Bacteria Margulisbacteria midas_c_25190 midas_o_65291 midas_f_65291 midas_g_84886 midas_s_84886,Candidatus Termititenax spirochaetophilus strain HsPyr-01,2218522.4,567.0,0.904,36,Candidatus Termititenax,Candidatus Termititenacaceae
082b496c934ad5588dc586bb303faaa2,372,0.012144,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,510.0,0.8763,47,,
084030429e088059ae5059384cda46eb,370,0.000607,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Pedobacter,Pedobacter psychrotolerans strain CGMCC 1.15644,1843235.6,700.0,0.9784,8,Pedobacter,Sphingobacteriaceae
08409eb55d39ef45b31d93c3d30fd901,374,0.000986,Bacteria Armatimonadota midas_c_216 midas_o_216 midas_f_216,uncultured Armatimonadetes bacterium MFD02416.bin.3.344,157466.59,693.0,0.9706,11,,
08511b3b442d76f7c9485dde8b381b03,370,0.007683,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio,Desulfovibrio mexicanus strain DSM 13116,147047.3,695.0,0.9757,9,Humidesulfovibrio,Desulfovibrionaceae
088ee4c48bc3cb0ca751d3c465b56453,386,0.003959,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,762.0,0.9948,2,,
08b11eeb13a43fb517114963b350df70,370,0.001007,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Haliscomenobacter,Haliscomenobacter sp. strain OdNE_18-Q3-R46-58_MAXAC.223,2717303.8,730.0,0.9946,2,Haliscomenobacter,Haliscomenobacteraceae
08d10673b70f3d8b078a149a25d94b19,374,0.009098,Bacteria WPS-2 midas_c_206 midas_o_395 midas_f_547 midas_g_547 midas_s_1718,Candidatus Eremiobacteraeota bacterium bin.189_sub,2052317.262,748.0,1.0,0,,
08ea1c9b9d368cd6d9bfeb8857e90315,374,0.102006,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Arthrospira platensis SPKY2,3122438.3,743.0,0.9973,1,Limnospira,Sirenicapillariaceae
08f430e113701ebb008a1c63622e9e5e,374,0.001415,Bacteria Armatimonadota midas_c_216 midas_o_216 midas_f_216 midas_g_1029 midas_s_74166,uncultured Armatimonadetes bacterium MFD02416.bin.3.344,157466.59,703.0,0.9759,9,,
08fe91d1fc29f781441a80383cb6644a,370,0.003355,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae midas_g_10639 midas_s_24587,Agriterribacter sp. 5N527,2821509.17,735.0,0.9973,1,Agriterribacter,Chitinophagaceae
09116b7e2b89e63e7af83a0a9f8c5371,369,0.000412,Bacteria Firmicutes Bacilli Erysipelotrichales Erysipelatoclostridiaceae Erysipelotrichaceae_UCG-003 midas_s_14500,Faecalibacillus intestinalis min17_bin28,1982626.24,728.0,0.9946,2,Faecalibacillus,Coprobacillaceae
092a1e06d547999a906e5d843b2d57e7,372,0.005759,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas Brevundimonas_bullata,Neptunomonas phycophila 3um_A1Z0718_2.44,1572645.39,744.0,1.0,0,Neptunomonas,Oceanospirillaceae
092ab99df8cd76432d44a186cbced262,374,0.024981,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Ornatilinea midas_s_38974,uncultured Chloroflexia bacterium MFD09964.bin.2.160,1672391.39,688.0,0.9679,12,,
09304de7bcdde93714df6d4800a79b4d,375,0.006111,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium,Terriglobales bacterium SMAG_U9582,2282142.84,750.0,1.0,0,,
09383f3babfd32418e7ba07634680e12,372,0.039379,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Stappiaceae Pannonibacter Pannonibacter_phragmitetus,Pannonibacter sp. P2PFMT1,2003582.3,744.0,1.0,0,Pannonibacter,Stappiaceae
0945c17acd293a5bc6d625db7f51d0ea,368,0.004448,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,731.0,0.9973,1,,
094e43a918ebb6f77d4644cc89b65a3e,370,0.000493,Bacteria Bacteroidota Bacteroidia Cytophagales Spirosomaceae midas_g_4830 midas_s_4830,Larkinella sp. BK230,2512173.3,570.0,0.9081,34,Larkinella,Spirosomataceae
09524b82b18b3d05eab6a0c597aa330e,390,0.044466,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,770.0,0.9949,2,,
095d063518c5d084d54aa006cf20cef4,370,0.001415,Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae midas_g_6116 midas_s_6414,Catalimonadaceae bacterium ME2014-05-28_3300035212_group5_bin67,2927946.13,670.0,0.9622,14,,Catalimonadaceae
09627ab39adbbbc48a07456c71d0c6bb,373,0.008492,Bacteria Cloacimonadota Cloacimonadia Cloacimonadales PBS-18 midas_g_7754 midas_s_112765,Candidatus Cloacimonadaceae bacterium b62dcb20-44d4-4a8c-a533-11bc83238e51,3064664.20,741.0,0.9973,1,,Candidatus Cloacimonadaceae
0973dc17a02cb230dc1f93877c92c56a,374,0.000498,Bacteria Dependentiae Babeliae Babeliales,uncultured bacterium SRR3724533_binner12_Refined_10,77133.6008,536.0,0.8892,42,,
098b49f814da592396a6a3fd0961e8d4,372,0.002869,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pseudorhodobacter,Tabrizicola sp. DRYC-M-16,2486418.3,729.0,0.9919,3,Pseudotabrizicola,Paracoccaceae
099e147c55d62e4e8282c52358ea9db5,374,0.004321,Bacteria Chloroflexi Anaerolineae Caldilineales Caldilineaceae midas_g_1668 midas_s_30548,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,2053589.824,743.0,0.9973,1,,
09a221ef16a92a3128589472ceb9f558,370,0.001029,Bacteria Bacteroidota Bacteroidia SM1A07,Sphingobacteriia bacterium samp_2119_VAMB_402,2035813.52,446.0,0.8386,58,,
09a4781a19669568e2550e5209a15310,365,0.001115,Bacteria Firmicutes Bacilli Izemoplasmatales Izemoplasmataceae,Candidatus Izemoplasmatales bacterium SO_2017_LW3_41,3018265.34,638.0,0.9482,19,,
09c229d65172fac81816fd71e67be6b7,374,0.001011,Bacteria Chloroflexi Anaerolineae midas_o_1 midas_f_813 midas_g_113041 midas_s_113041,Anaerolineales bacterium Ww64,2073117.588,606.0,0.9249,29,,
09c76637c21761c407d6d3eca21c638f,370,0.001666,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Aurantisolimonas midas_s_13895,Phnomibacter sp. MR,3042318.3,730.0,0.9946,2,Phnomibacter,Chitinophagaceae
09cebb8ed5b4b1ba1256b50305104072,374,0.001196,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Azoarcus olearius strain DQS4,418699.6,713.0,0.9813,7,Azoarcus,Zoogloeaceae
09dba6fb5405a55fcc7ff2c5cab82a10,374,0.000531,Bacteria Firmicutes Bacilli Bacillales Bacillaceae Geobacillus midas_s_116444,Geobacillus stearothermophilus NRS-1500,1422.204,748.0,1.0,0,Geobacillus,Anoxybacillaceae
09e47256d34b485ef93fd5bcec33bb33,374,0.003174,Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Oikopleura,Methylococcaceae bacterium ME2015-10-04_3300042525_group6_bin75,1933926.200,716.0,0.984,6,,Methylococcaceae
09f3f14ff262a08e210128ea44419f8b,374,0.004221,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,743.0,0.9973,1,Thauera,Zoogloeaceae
0a00c1bd8e41111d0a93ed96d89d9d76,392,0.007076,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,769.0,0.9924,3,Thauera,Zoogloeaceae
0a0ed407936f95396c14cf6f059d6915,372,0.001486,Bacteria Planctomycetota Planctomycetes Planctomycetales Schlesneriaceae Schlesneria Schlesneria_paludicola,Schlesneria sp. T3-172,3373610.3,714.0,0.9839,6,Schlesneria,Planctomycetaceae
0a190f76ccbf2dffffdbaae401ed56b1,393,0.001689,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Zoogloea,Zoogloea ramigera strain NBRC 15342,350.3,776.0,0.9949,2,Zoogloea,Zoogloeaceae
0a1e46f53dd9eb1c4aae50dd21cf65ca,368,0.015514,Bacteria Bacteroidota Ignavibacteria Ignavibacteriales LD-RB-34 midas_g_33416 midas_s_33416,Ignavibacteriaceae bacterium BIN33,2651163.77,726.0,0.9946,2,,Ignavibacteriaceae
0a20c0ecd4432c9e38a68db9217695b5,371,0.01202,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfomicrobiaceae Desulfomicrobium,Pelotomaculum sp. 3-JJ_aug_S1_009,2053590.8,715.0,0.9866,5,Pelotomaculum,Desulfotomaculaceae
0a25c3ac566faa3dcda460868bea4ca9,373,0.000436,Bacteria Proteobacteria Alphaproteobacteria Puniceispirillales midas_f_38514 midas_g_61071 midas_s_71030,Alphaproteobacteria bacterium strain K_DeepCast_35m_m2_271,1913988.678,731.0,0.992,3,,
0a28c97ae9115ba09c964977095a4677,375,0.000809,Bacteria Dependentiae Babeliae Babeliales,Candidatus Babeliales bacterium MFD04492.bin.2.45,2803731.121,613.0,0.928,27,,
0a31b5607e6020aa656e595d9130c2f5,404,0.007376,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,784.0,0.995,6,Thauera,Zoogloeaceae
0a3f52f27cec76b821bd51e26fc08f88,371,0.013485,Bacteria Proteobacteria Alphaproteobacteria,uncultured Alphaproteobacteria bacterium MFD03726.bin.c.7,91750.3151,531.0,0.888,42,,
0a486943ae9dce70e971e01020e5949c,374,0.120178,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae midas_g_5467 midas_s_42201,uncultured Saccharofermentans sp. 9d271cf7-3341-4296-8943-f104ac07f735,1434378.4,733.0,0.992,3,Saccharofermentans,Oscillospiraceae
0a4dae6c36a924945c5ad8318aff7ecb,372,0.002224,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_84699 midas_g_84699 midas_s_84699,Firmicutes bacterium OH_SBrB_79,1879010.9295,573.0,0.9115,34,,
0a71114f7a13af5c5e649810d49a3773,372,0.005498,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
0a7f6a0cb4034ab075dd38b3592f8d1e,371,0.018803,Bacteria Spirochaetota Leptospirae Leptospirales Leptospiraceae RBG-16-49-21 midas_s_3702,uncultured Spirochaetota bacterium MFD04716.bin.1.235,460511.81,737.0,0.9973,1,,
0a90e69f3244bf4921742c1c179c9378,372,0.00074,Bacteria Planctomycetota Planctomycetes Planctomycetales midas_f_1792 midas_g_4975 midas_s_5047,Deltaproteobacteria bacterium JPMR_maxbin.018,2026735.2450,588.0,0.9198,31,,
0a9812dfeb4ee5f740eb28ff0659b720,374,0.017842,Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae midas_g_89500 midas_s_89500,Verrucomicrobiaceae bacterium H1_MAG_00048,2026800.100,718.0,0.984,6,,Verrucomicrobiaceae
0aaa1cfaec18dcb5a7be8a80929dcb6f,397,0.001111,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,770.0,0.9949,5,Candidatus Accumulibacter,
0aca27487d54e80b6b433562c24e3302,369,0.001222,Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 midas_g_543,Sphingobacteriales bacterium strain OdNE_18-Q3-R46-58_MAXAC.028,2044944.56,738.0,1.0,0,,
0ae8cb74e7e1f5d0551ea660cbb25dc0,369,0.089212,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales,Fusibacter sp. A1,2283630.4,663.0,0.9593,15,Fusibacter,Fusibacteraceae
0afdd7eddb9a71ce53cf6487747ec98c,372,0.002117,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Hyphomonadaceae Hirschia midas_s_5283,Hyphomonadaceae bacterium GFS_3577,2026748.160,744.0,1.0,0,,Hyphomonadaceae
0b125d869a1a6045f968fc419ea9d14e,372,0.000525,Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae midas_g_3529,Verrucomicrobiae bacterium ST_AS_maxbin.417,2499141.280,705.0,0.9813,7,,
0b1dc99e2e45931f58ab34d22bd58af4,372,0.022957,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
0b33bd30acb8030dc0b722e6e2783816,376,0.002117,Bacteria Chloroflexi Chloroflexia Chloroflexales Roseiflexaceae midas_g_7080 midas_s_7080,Zoogloea sp. UR_AS_maxbin.203,49181.51,507.0,0.8757,48,Zoogloea,Zoogloeaceae
0b42befcfe2f0a5958e7676a9269bac7,374,0.012491,Bacteria Proteobacteria Gammaproteobacteria,Desulfovibrio sp. strain GA_180221_E-1-1-MAG-65_4,885.129,647.0,0.9489,21,Desulfovibrio,Desulfovibrionaceae
0b4524086ffe1c02016fc92472165270,372,0.00119,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae midas_g_2400,uncultured Rhodoblastus sp. binchicken_co168_246,543037.5,659.0,0.9543,17,Rhodoblastus,Rhodoblastaceae
0b4c56c3d68d67b5f5269c5658cee8ba,374,0.000493,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,636.0,0.9363,23,,
0b4fdd7e59901ec97ff92ba540906765,376,0.013643,Bacteria WS1 midas_c_796 midas_o_796 midas_f_2296 midas_g_3409 midas_s_3951,Armatimonadetes bacterium strain Ch33,2033014.110,672.0,0.9574,16,,
0b5dd85d83833d0010ef224c96e76faf,388,0.000556,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Taibaiella midas_s_11131,Parabacteroides sp. RA_AS_maxbin.228_sub,1869337.100,758.0,0.9948,4,Parabacteroides,Tannerellaceae
0b886c176d9f7dd89c957f11cb337e71,370,0.000823,Bacteria Bacteroidota Bacteroidia Sphingobacteriales NS11-12_marine_group midas_g_10909,Bacteroidia bacterium UR_AS_maxbin.241_sub,2044936.833,740.0,1.0,0,,
0b8b07491280b305e36facca3c8af441,374,0.028479,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group,metagenome,256318.62,748.0,1.0,0,,
0b9150d37cbe9dc43b94b7d618b84db2,377,0.059912,Archaea Euryarchaeota Thermococci Methanofastidiosales Methanofastidiosaceae Ca_Methanofastidiosum midas_s_8154,Arc I group archaeon U1lsi0528_Bin055,1705409.4,754.0,1.0,0,,
0bab6738ff2cdb0d2493d0062857af6b,374,0.002022,Bacteria FCPU426 midas_c_10547 midas_o_11417 midas_f_11417 midas_g_50499 midas_s_50499,Candidatus Goldbacteria bacterium strain DeMMO3_7,2725315.7,738.0,0.9947,2,,
0bb567fd1ac63f8c57e18563c43c2c2d,389,0.00917,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,759.0,0.9872,5,,
0bbeaab28a6a3829b1504cef9a983b06,374,0.000733,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas,Chitinophagales bacterium strain UWPOB_CHIT3,2448779.36,582.0,0.9115,33,,
0bd5cdc0a4e53e211aad2617e20a2775,372,0.002338,Bacteria Bacteroidota Kapabacteria Kapabacteriales midas_f_428 midas_g_428 midas_s_5334,Candidatus Kapaibacterium sp. MAG_AAO_H10.30,2447898.187,694.0,0.9731,10,Candidatus Kapaibacterium,Candidatus Kapaibacteriaceae
0bddd68a5b2f6d89286417e14a1a51dd,374,0.001736,Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae,Bdellovibrio sp. samp_2047_metabat2_884,28201.90,708.0,0.9786,8,Bdellovibrio,Pseudobdellovibrionaceae
0bea576f8a9e14169e867d02dc9575d5,372,0.001979,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium,Hyphomicrobium sp. ghe19 hypp,2682968.3,724.0,0.9892,4,Hyphomicrobium,Hyphomicrobiaceae
0bed977a1dd010ad9278d3bd0b157373,370,0.001121,Bacteria Bacteroidota Bacteroidia Sphingobacteriales KD3-93 midas_g_3846,Bacteroidetes bacterium strain UWPOB_BACT3,1898104.710,710.0,0.9838,6,,
0bf149a521f4703877030dd4a5400fb7,374,0.001011,Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales midas_f_2010,Bdellovibrionales bacterium SO_2017_LW4_81,2053517.327,713.0,0.9813,7,,
0c0cb5cb6f7e4ba31e82004e27d61af8,373,0.000617,Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Zavarzinella midas_s_27389,Zavarzinella formosa DSM 19928,1123508.10,721.0,0.9866,5,Zavarzinella,Gemmataceae
0c0dcadbd501e2c17ca71995ed0b7ee1,374,0.001617,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae midas_g_1097,Pirellulales bacterium Bin_30_5,2715253.82,748.0,1.0,0,,
0c293c4324023e0fc942ba2a40ef7f59,372,0.002911,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae,uncultured Pseudomonadota bacterium MFD00905.bin.2.198,153809.1433,739.0,0.9973,1,,
0c2fa68015a702cbf50120993cc1e20d,372,0.001011,Bacteria Bacteroidota Ignavibacteria Ignavibacteriales Melioribacteraceae midas_g_18788 midas_s_18788,Melioribacteraceae bacterium Ess09-04,2614255.73,669.0,0.9597,15,,Melioribacteraceae
0c4d686b23bf73000ca0db32eb603f5e,375,0.002222,Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia midas_s_290,Actinomycetota bacterium KLAP66,2900548.1652,745.0,0.9973,1,,
0c76688070aade04163c8afe119171db,374,0.000654,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae midas_g_55095 midas_s_55095,Pirellula sp. strain PB1.007,117.11,743.0,0.9973,1,Pirellula,Pirellulaceae
0c8b4026f47c495e3b921cac5453e163,373,0.001581,Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium_sensu_stricto_1,Clostridium beijerinckii strain DJ123,1520.497,746.0,1.0,0,Clostridium,Clostridiaceae
0c9c5cfe5882f68c6da2faff839fd556,374,0.016579,Bacteria Desulfobacterota Desulfobacteria Desulfobacterales Desulfobacteraceae Desulfobacter Desulfobacter_postgatei,Methanobacteriales archaeon CA_2019_TPIn_30,2478476.12,748.0,1.0,0,,
0c9f2c70ab81d634069194b6bf2c3665,372,0.016664,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
0cab07fdd08129a6d354bf867b6bc26b,372,0.021611,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
0cc4dfb2d5414161ca86b7fe5992850f,374,0.330132,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Arenimonas midas_s_11318,Denitratimonas tolerans KACC 17565,1338420.3,738.0,0.9947,2,Denitratimonas,Lysobacteraceae
0cc74b5a44142cc1e8f7330eae87aa2a,374,0.018669,Bacteria Hydrogenedentes Hydrogenedentia Hydrogenedentiales Hydrogenedensaceae,Candidatus Hydrogenedentes bacterium strain CSSed10_315,2030809.6,648.0,0.9465,20,,
0cd9b28a1cc9ce2c079668aafc9a8df3,386,0.001001,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,757.0,0.9974,4,,
0cdb8b748964db3111f1efa85bcdfb94,374,0.003174,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera Thauera_butanivorans,Thauera butanivorans NBRC 103042,1219356.5,748.0,1.0,0,Thauera,Zoogloeaceae
0ce72cb3f2222077b10a09aeab862462,372,0.137781,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae,Aminobacter sp. MSH1,374606.11,744.0,1.0,0,Aminobacter,Phyllobacteriaceae
0cfbeee394747aebabb3a7e1cb01edc4,370,0.00109,Bacteria Bacteroidota Bacteroidia Chitinophagales midas_f_108 midas_g_558,Chitinophagales bacterium STL-BAC18,2448779.605,730.0,0.9946,2,,
0d0919e19191450846a299f80092296c,370,0.001251,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera mechernichensis #50 (MBG-DUTH)/TV-105 (ELTE) strain #50 (MBG-DUTH)/TV-105 (ELTE),82788.7,604.0,0.9227,29,Thauera,Zoogloeaceae
0d100703139fb4218d005fae39f9ab6c,373,0.000941,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter midas_s_19323,Acinetobacter kyonggiensis strain ANC 5109,595670.3,741.0,0.9973,1,Acinetobacter,Moraxellaceae
0d11d6a8712cae5d455a294b5d6c0c85,372,0.000478,Bacteria midas_p_113571 midas_c_113571 midas_o_113571 midas_f_113571 midas_g_113571 midas_s_113571,Sphingobacteriaceae bacterium clean644,2021370.124,510.0,0.8743,47,,Sphingobacteriaceae
0d201ddacb72581dbce646c1dc99c83e,374,0.000733,Bacteria Desulfobacterota Syntrophia Syntrophales Smithellaceae Smithella midas_s_16242,uncultured delta proteobacterium MFD02979.bin.2.126,34034.402,748.0,1.0,0,,
0d222910032fc70758672b454f30fec6,374,0.000872,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_4042,uncultured Candidatus Berkelbacteria bacterium SRR5576005_bin.117_CONCOCT_v1.1_MAG,1664347.22,733.0,0.992,3,,
0d23c6dcac296f66e32ccab7d795f821,372,0.00061,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Nitrosomonas midas_s_11707,Rhodocyclaceae bacterium strain ACE_PRO60,1898103.80,734.0,0.9946,2,,Rhodocyclaceae
0d2992293a58dabae00d7bdfb9eba6d7,372,0.00074,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae FukuN57 midas_s_77027,Methylobacteriaceae bacterium Sample-101-S75-bin-62,2021371.42,669.0,0.9597,15,,Methylobacteriaceae
0d536f3c8843a8b574b4394d10fb291b,374,0.001063,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Pir4_lineage midas_s_20025,uncultured Planctomycetota bacterium MFD04944.bin.2.70,120965.188,716.0,0.984,6,,
0d5684084754718a1d7b73e9dcf98774,413,0.001858,Bacteria,Mycobacterium tuberculosis SRS991825,1773.5825,218.0,0.8173,147,Mycobacterium,Mycobacteriaceae
0d5a2ac2ebb9b8cfa3900c5a2adcb38e,387,0.000489,Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae midas_g_12864 midas_s_12864,uncultured Flammeovirgaceae bacterium SRR1506988_bin.42_CONCOCT_v1.1_MAG,585402.49,750.0,1.0,6,,Flammeovirgaceae
