user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
coasm_bin.400	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.62	11	0.96504	N/A
coasm_bin.407	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__1-14-0-10-56-10;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__1-14-0-10-56-10;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	61.37	11	0.8557	N/A
coasm_bin.409	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.24	11	0.98441	N/A
coasm_bin.41	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__J137;g__JAMQHH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__J137;g__JAMQHH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.82	11	0.97837	N/A
coasm_bin.411	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	98.39	11	0.98998	N/A
coasm_bin.414	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.68	11	0.98686	N/A
coasm_bin.417	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A sp019634845	GCF_019634845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A sp019634845	99.57	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030263295.1, s__Dokdonella_A sp014338185, 95.0, 84.22, 0.266	N/A	N/A	N/A	N/A
coasm_bin.420	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_I;s__Mesorhizobium_I sp023953845	GCA_023953845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_I;s__Mesorhizobium_I sp023953845	98.16	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.423	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JACTMJ01;s__JACTMJ01 sp020853155	GCA_020853155.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JACTMJ01;s__JACTMJ01 sp020853155	98.18	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_020847315.1, s__JACTMJ01 sp020847315, 95.0, 90.7, 0.719	N/A	N/A	N/A	N/A
coasm_bin.425	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__BA12;g__BA12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__BA12;g__BA12;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.86	11	0.96159	N/A
coasm_bin.426	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__JALHNB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__JALHNB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.96	11	0.88562	N/A
coasm_bin.437	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_G;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_G;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	33.11	11	0.94704	N/A
coasm_bin.441	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UTCHB3;s__UTCHB3 sp023433685	GCA_023433685.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UTCHB3;s__UTCHB3 sp023433685	98.23	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.447	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__JAEUSD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__JAEUSD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	58.13	11	0.69738	N/A
coasm_bin.448	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.57	11	0.99147	N/A
coasm_bin.449	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas mangrovi	GCF_028201335.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas mangrovi	97.71	0.887	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_006337105.1, s__Thermomonas aquatica, 95.0, 85.29, 0.314; GCA_021821195.1, s__Thermomonas sp021821195, 95.0, 83.51, 0.18; GCF_000423885.1, s__Thermomonas fusca, 95.0, 82.68, 0.164; GCF_014396975.1, s__Thermomonas carbonis, 95.0, 82.75, 0.2; GCA_017302095.1, s__Thermomonas sp017302095, 95.0, 90.6, 0.626; GCA_946480065.1, s__Thermomonas sp946480065, 95.0, 87.17, 0.272; GCA_023388715.1, s__Thermomonas sp023388715, 95.0, 82.92, 0.175; GCF_004346265.1, s__Thermomonas haemolytica, 95.0, 83.69, 0.178; GCF_014395425.1, s__Thermomonas brevis, 95.0, 84.03, 0.186; GCA_024711415.1, s__Thermomonas sp024711415, 95.0, 85.96, 0.156; GCF_024704365.1, s__Thermomonas sp017305095, 95.0, 83.68, 0.16; GCF_014678725.1, s__Thermomonas sp014678725, 95.0, 83.46, 0.181; GCF_011302915.1, s__Thermomonas sp011302915, 95.0, 82.97, 0.186; GCF_022419185.1, s__Thermomonas flagellata, 95.0, 83.58, 0.222; GCF_016720345.1, s__Thermomonas sp016720345, 95.0, 84.35, 0.255	N/A	N/A	N/A	N/A
coasm_bin.466	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__OLB5;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__OLB5;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.92	11	0.97886	N/A
coasm_bin.468	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__JACTMZ01 sp014879535	GCA_014879535.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__JACTMZ01 sp014879535	98.73	0.838	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.469	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__UBA2363;g__Pseudofulvimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__UBA2363;g__Pseudofulvimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	39.01	11	0.91322	N/A
coasm_bin.47	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.62	11	0.99466	N/A
coasm_bin.471	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.62	11	0.97734	N/A
coasm_bin.473	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.43	11	0.92792	N/A
coasm_bin.476	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	54.52	11	0.95292	N/A
coasm_bin.479	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Zambryskibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Zambryskibacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	40.97	11	0.86435	N/A
coasm_bin.481	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Leptovillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Leptovillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.77	11	0.99288	N/A
coasm_bin.482	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__BA9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__BA9;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.3	11	0.99382	N/A
coasm_bin.484	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__SCUB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__SCUB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.62	11	0.94087	N/A
coasm_bin.485	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__UBA2363;g__Pseudofulvimonas;s__Pseudofulvimonas sp002344355	GCA_002344355.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__UBA2363;g__Pseudofulvimonas;s__Pseudofulvimonas sp002344355	98.9	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_019634735.1, s__Pseudofulvimonas sp019634735, 95.0, 90.33, 0.549	N/A	N/A	N/A	N/A
coasm_bin.489	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__UBA2287;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__UBA2287;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.08	11	0.90955	N/A
coasm_bin.492	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp002400415	GCA_002400415.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp002400415	97.67	0.886	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902826165.1, s__JJ008 sp902826165, 95.0, 86.05, 0.392; GCA_017303455.1, s__JJ008 sp017303455, 95.0, 86.97, 0.451; GCA_016786805.1, s__JJ008 sp016786805, 95.0, 87.14, 0.306	N/A	N/A	N/A	N/A
coasm_bin.495	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.94	11	0.80052	N/A
coasm_bin.496	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	74.5	11	0.97981	N/A
coasm_bin.497	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus sp937891315	GCF_937891315.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus sp937891315	99.58	0.94	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.499	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__J137;g__JAMQHH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__J137;g__JAMQHH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.37	11	0.90148	N/A
coasm_bin.502	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.03	11	0.97009	N/A
coasm_bin.51	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga pseudoflava	GCF_001592285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga pseudoflava	98.15	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_001770705.1, s__Hydrogenophaga sp001770705, 95.0, 83.35, 0.17; GCF_013387465.1, s__Hydrogenophaga aromaticivorans, 95.0, 83.66, 0.184; GCF_021729865.1, s__Hydrogenophaga sp021729865, 95.0, 84.91, 0.255; GCF_018780075.1, s__Hydrogenophaga sp018780075, 95.0, 84.63, 0.227; GCA_002842215.1, s__Hydrogenophaga sp002842215, 95.0, 83.36, 0.167; GCF_002001205.1, s__Hydrogenophaga sp002001205, 95.0, 83.36, 0.193; GCF_001571145.1, s__Hydrogenophaga flava, 95.0, 93.19, 0.761; GCF_031020795.1, s__Hydrogenophaga pseudoflava_A, 95.0, 91.04, 0.684; GCA_016790705.1, s__Hydrogenophaga sp016790705, 95.0, 86.85, 0.35; GCF_001592305.1, s__Hydrogenophaga taeniospiralis, 95.0, 83.19, 0.153; GCF_020510445.1, s__Hydrogenophaga sp001770905, 95.0, 83.17, 0.157	N/A	N/A	N/A	N/A
coasm_bin.512	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__GCA-2794515;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__GCA-2794515;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.91	11	0.97913	N/A
coasm_bin.514	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_G;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_G;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.07	11	0.95089	N/A
coasm_bin.518	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__FEN-1173;g__JADKHR01;s__JADKHR01 sp016788905	GCA_016788905.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__FEN-1173;g__JADKHR01;s__JADKHR01 sp016788905	99.67	0.936	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.519	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.6	11	0.98288	N/A
coasm_bin.521	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__PGYR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__PGYR01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.09	11	0.98862	N/A
coasm_bin.529	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.29	11	0.94985	N/A
coasm_bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	98.79	11	0.9676	N/A
coasm_bin.532	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA5272;g__JALHNF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA5272;g__JALHNF01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	43.2	11	0.95315	N/A
coasm_bin.535	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp017302615	GCA_017302615.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp017302615	98.4	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.538	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.29	11	0.97567	Genome has more than 18.3% of markers with multiple hits
coasm_bin.539	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium filum	GCF_000425465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium filum	98.11	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_004122145.1, s__Flavobacterium piscinae, 95.0, 83.22, 0.197; GCA_017302935.1, s__Flavobacterium sp017302935, 95.0, 94.63, 0.746	N/A	N/A	N/A	N/A
coasm_bin.54	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA2396;s__UBA2396 sp015200025	GCA_015200025.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA2396;s__UBA2396 sp015200025	95.45	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
coasm_bin.540	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudohoeflea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudohoeflea;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.6	11	0.91937	N/A
coasm_bin.542	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.69	11	0.89033	N/A
coasm_bin.543	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__Fen-1058;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__Fen-1058;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.51	11	0.96842	N/A
coasm_bin.547	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	62.24	11	0.68887	N/A
coasm_bin.548	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Phnomibacter;s__Phnomibacter ginsenosidimutans	GCF_009740285.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Phnomibacter;s__Phnomibacter ginsenosidimutans	97.49	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_020848815.1, s__Phnomibacter sp020848815, 95.0, 89.84, 0.503; GCA_020161435.1, s__Phnomibacter sp020161435, 95.0, 92.63, 0.623	N/A	N/A	N/A	N/A
coasm_bin.55	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.07	11	0.98889	N/A
