MAG,Denitrification_genes_present,Denitrification_genes_total,Denitrification_completeness,Denitrification_present_list,Denitrification_absent_list,Nitrogen_other_genes_present,Nitrogen_other_genes_total,Nitrogen_other_completeness,Nitrogen_other_present_list,Nitrogen_other_absent_list,PolyP_genes_present,PolyP_genes_total,PolyP_completeness,PolyP_present_list,PolyP_absent_list,Phosphate_genes_present,Phosphate_genes_total,Phosphate_completeness,Phosphate_present_list,Phosphate_absent_list,PHA_genes_present,PHA_genes_total,PHA_completeness,PHA_present_list,PHA_absent_list,Acetate_genes_present,Acetate_genes_total,Acetate_completeness,Acetate_present_list,Acetate_absent_list,Propionate_PHV_genes_present,Propionate_PHV_genes_total,Propionate_PHV_completeness,Propionate_PHV_present_list,Propionate_PHV_absent_list,Glycogen_genes_present,Glycogen_genes_total,Glycogen_completeness,Glycogen_present_list,Glycogen_absent_list
coasm_bin.338,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(3); pstC(1); pstA(1); pstB(1); pit(8); phoB(1); phoR(1); phoU(2),,3,4,3/4,phaA(5); phaC(1); phaZ(1),phaB,2,3,2/3,ackA(1); acs(3),pta,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(2); glgP(1); glgX(2),glgB
coasm_bin.340,2,10,2/10,nirK(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(11); phoB(1); phoR(1); phoU(2),,4,4,4/4,phaA(5); phaB(2); phaC(2); phaZ(1),,2,3,2/3,ackA(1); acs(7),pta,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.347,5,10,5/10,napA(1); napB(1); nirS(2); norB(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norC,2,4,2/4,nirB(2); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(3),ppx,7,8,7/8,pstS(4); pstC(2); pstA(2); pstB(2); phoB(2); phoR(1); phoU(2),pit,4,4,4/4,phaA(4); phaB(2); phaC(4); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(3),,5,5,5/5,prpC(1); prpD(1); prpE(1); mcmA(2); mcmB(1),,4,5,4/5,glgC(1); glgA(2); glgP(2); glgX(2),glgB
coasm_bin.348,6,10,6/10,narG/narZ/nxrA(2); narH/narY/nxrB(2); nirK(1); norB(1); norC(2); nosZ(1),narI/narV; napA; napB; nirS,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pit(2); phoB(3); phoR(1),pstS; pstC; pstA; pstB; phoU,2,4,2/4,phaA(4); phaC(2),phaB; phaZ,3,3,3/3,pta(1); ackA(1); acs(1),,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,4,5,4/5,glgC(3); glgA(2); glgP(2); glgX(2),glgB
coasm_bin.350,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,0,3,0/3,,ppk; ppk2; ppx,7,8,7/8,pstS(1); pstA(1); pstB(1); pit(1); phoB(2); phoR(1); phoU(2),pstC,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); mcmB(1),prpD; prpE; mcmA,3,5,3/5,glgA(1); glgB(1); glgP(2),glgC; glgX
coasm_bin.358,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(1); phoB(2); phoU(2),phoR,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,3,5,3/5,prpD(2); mcmA(2); mcmB(1),prpC; prpE,2,5,2/5,glgA(1); glgB(1),glgC; glgP; glgX
coasm_bin.362,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nirB(2); nirD(1),nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,pstS(1); phoR(3),pstC; pstA; pstB; pit; phoB; phoU,2,4,2/4,phaA(5); phaB(1),phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,2,5,2/5,glgC(1); glgA(3),glgB; glgP; glgX
coasm_bin.364,3,10,3/10,norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,pstS(1); phoR(2),pstC; pstA; pstB; pit; phoB; phoU,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,3,5,3/5,glgC(2); glgA(1); glgP(1),glgB; glgX
coasm_bin.365,7,10,7/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); norB(1); norC(1); nosZ(1),napA; napB; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,3,4,3/4,phaA(2); phaB(2); phaC(5),phaZ,3,3,3/3,pta(2); ackA(1); acs(2),,3,5,3/5,prpE(1); mcmA(2); mcmB(1),prpC; prpD,5,5,5/5,glgC(1); glgA(4); glgB(1); glgP(1); glgX(2),
coasm_bin.367,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,6,8,6/8,pstS(2); pstC(1); pstB(1); phoB(1); phoR(1); phoU(1),pstA; pit,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,2,3,2/3,ackA(1); acs(2),pta,2,5,2/5,prpC(1); prpE(1),prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.373,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,2,8,2/8,pstS(1); phoR(3),pstC; pstA; pstB; pit; phoB; phoU,1,4,1/4,phaA(2),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,3,5,3/5,prpE(1); mcmA(1); mcmB(1),prpC; prpD,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.383,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,0,8,0/8,,pstS; pstC; pstA; pstB; pit; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.385,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,1,5,1/5,glgP(3),glgC; glgA; glgB; glgX
coasm_bin.386,5,10,5/10,napA(1); napB(1); nirS(1); norB(1); norC(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(22); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(2); phaC(1); phaZ(2),,1,3,1/3,acs(3),pta; ackA,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.388,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.389,1,10,1/10,nirK(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(2); pstB(1); pit(9); phoB(4); phoR(6),phoU,1,4,1/4,phaA(3),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.392,4,10,4/10,nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(3),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(12); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(8); phaB(1); phaC(1); phaZ(1),,3,3,3/3,pta(2); ackA(1); acs(3),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.393,1,10,1/10,nosZ(5),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nrfA(2); nrfH(2),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,4,8,4/8,pstS(1); pit(1); phoR(7); phoU(2),pstC; pstA; pstB; phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(4),pta,3,5,3/5,prpD(1); mcmA(2); mcmB(1),prpC; prpE,5,5,5/5,glgC(4); glgA(1); glgB(1); glgP(1); glgX(1),
coasm_bin.394,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(53); phoB(2); phoR(1); phoU(1),,4,4,4/4,phaA(10); phaB(1); phaC(3); phaZ(1),,3,3,3/3,pta(2); ackA(2); acs(1),,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(1); glgA(1); glgX(1),glgB; glgP
coasm_bin.395,7,10,7/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); nirK(1); norB(2); norC(1),napA; napB; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,2,8,2/8,phoB(1); phoR(1),pstS; pstC; pstA; pstB; pit; phoU,4,4,4/4,phaA(2); phaB(1); phaC(1); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(1),,1,5,1/5,prpC(1),prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.399,6,10,6/10,napA(1); napB(1); nirK(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(42); phoB(2); phoR(1); phoU(1),,4,4,4/4,phaA(3); phaB(3); phaC(2); phaZ(1),,2,3,2/3,ackA(2); acs(4),pta,3,5,3/5,prpD(1); prpE(1); mcmA(2),prpC; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.40,4,10,4/10,nirK(2); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(1); pit(1); phoR(1),pstC; pstA; pstB; phoB; phoU,3,4,3/4,phaA(2); phaB(2); phaC(1),phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.400,1,10,1/10,nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(4); phoR(3); phoU(1),phoB,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.407,1,10,1/10,nirK(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.409,1,10,1/10,nosZ(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,1,8,1/8,phoR(2),pstS; pstC; pstA; pstB; pit; phoB; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,2,5,2/5,glgC(1); glgA(2),glgB; glgP; glgX
coasm_bin.41,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,ackA(1),pta; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.411,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); norB(1),napA; napB; nirK; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(2); phoU(2),pit,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpE(1),prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.414,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,5,8,5/8,pstS(3); pstC(1); pstA(1); pstB(1); phoR(1),pit; phoB; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,acs(3),pta; ackA,1,5,1/5,mcmA(3),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(4); glgP(1); glgX(1),glgB
coasm_bin.417,4,10,4/10,nirS(1); nirK(1); norB(1); norC(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(2); phaB(2); phaC(2); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(1),,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.420,6,10,6/10,narG/narZ/nxrA(1); narI/narV(1); napA(1); napB(1); nirK(2); nosZ(1),narH/narY/nxrB; nirS; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(18); phoB(1); phoR(1); phoU(2),,4,4,4/4,phaA(7); phaB(3); phaC(1); phaZ(1),,2,3,2/3,ackA(1); acs(4),pta,3,5,3/5,prpE(1); mcmA(3); mcmB(1),prpC; prpD,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.423,3,10,3/10,narG/narZ/nxrA(1); narI/narV(1); norB(1),narH/narY/nxrB; napA; napB; nirS; nirK; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,pit(1); phoB(1),pstS; pstC; pstA; pstB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(2),glgB
coasm_bin.425,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(2); glgP(1); glgX(1),glgB
coasm_bin.426,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(3); pstC(1); pstA(1); pstB(1); pit(13); phoB(2); phoR(4),phoU,1,4,1/4,phaA(2),phaB; phaC; phaZ,2,3,2/3,pta(1); acs(1),ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,3,5,3/5,glgC(1); glgA(2); glgP(2),glgB; glgX
coasm_bin.437,1,10,1/10,nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(2); ppk2(3),ppx,8,8,8/8,pstS(2); pstC(2); pstA(1); pstB(1); pit(10); phoB(1); phoR(1); phoU(2),,3,4,3/4,phaA(6); phaB(1); phaC(3),phaZ,3,3,3/3,pta(2); ackA(2); acs(3),,2,5,2/5,prpE(3); mcmA(2),prpC; prpD; mcmB,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.441,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nrfA(1); nrfH(2),nirB; nirD,1,3,1/3,ppk(1),ppk2; ppx,6,8,6/8,pstS(2); pstC(1); pstA(1); pstB(1); phoR(1); phoU(1),pit; phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(2),pta,3,5,3/5,prpD(1); mcmA(3); mcmB(1),prpC; prpE,4,5,4/5,glgC(2); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.447,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,0,8,0/8,,pstS; pstC; pstA; pstB; pit; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,1,5,1/5,glgP(1),glgC; glgA; glgB; glgX
coasm_bin.448,4,10,4/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirK(3),napA; napB; nirS; norB; norC; nosZ,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,8,8,8/8,pstS(4); pstC(3); pstA(3); pstB(4); pit(7); phoB(3); phoR(3); phoU(1),,1,4,1/4,phaA(3),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,3,5,3/5,prpD(1); mcmA(1); mcmB(2),prpC; prpE,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.449,2,10,2/10,nirS(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(2); phaB(1); phaC(1); phaZ(1),,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpE(1),prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.466,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,2,4,2/4,nrfA(8); nrfH(2),nirB; nirD,2,3,2/3,ppk(2); ppk2(1),ppx,4,8,4/8,pstS(1); pstB(2); pit(4); phoU(1),pstC; pstA; phoB; phoR,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.468,3,10,3/10,nirS(1); nirK(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; norB; norC,1,4,1/4,nirD(1),nirB; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(3); pstC(1); pstA(2); pstB(1); pit(1); phoR(1); phoU(2),phoB,1,4,1/4,phaC(1),phaA; phaB; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(3); glgP(1); glgX(1),glgB
coasm_bin.469,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(1); phoB(1); phoR(2),pstC; pstA; pstB; pit; phoU,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpD(2),prpE; mcmA; mcmB,1,5,1/5,glgB(1),glgC; glgA; glgP; glgX
coasm_bin.47,4,10,4/10,nirS(1); nirK(3); norC(4); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; norB,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,8,8,8/8,pstS(1); pstC(1); pstA(2); pstB(1); pit(18); phoB(3); phoR(3); phoU(2),,1,4,1/4,phaA(7),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(2),pta,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,5,5,5/5,glgC(1); glgA(1); glgB(1); glgP(1); glgX(1),
coasm_bin.471,2,10,2/10,nirS(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(2); phaB(3); phaC(1); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(1),,2,5,2/5,prpC(1); prpE(1),prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.473,2,10,2/10,nirS(1); nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; norB; norC; nosZ,3,4,3/4,nirD(1); nrfA(1); nrfH(4),nirB,2,3,2/3,ppk(1); ppk2(1),ppx,6,8,6/8,pstS(2); pstC(2); pstA(2); pstB(3); pit(10); phoU(1),phoB; phoR,1,4,1/4,phaA(5),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,4,5,4/5,prpC(1); prpD(1); mcmA(1); mcmB(1),prpE,4,5,4/5,glgC(2); glgB(1); glgP(1); glgX(1),glgA
coasm_bin.476,1,10,1/10,nirS(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,1,3,1/3,ppk2(3),ppk; ppx,5,8,5/8,pstS(1); pstC(1); pstA(1); pstB(1); phoU(1),pit; phoB; phoR,2,4,2/4,phaA(1); phaC(2),phaB; phaZ,2,3,2/3,ackA(1); acs(3),pta,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,3,5,3/5,glgC(1); glgP(1); glgX(1),glgA; glgB
coasm_bin.479,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
