ko	root_iterativeID	n_MAGs	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K00370	midas_g_6489	1	UBA6170	0.1421	0.0468	0.0321	0.3759	0.2626
K00370	Casimicrobium_m	1	Casimicrobium	0.5295	1.1630	0.7973	0.0000	0.0000
K00370	JABFRJ01_m	1	JABFRJ01	1.9285	3.3882	1.7423	2.9140	0.7309
K00370	UBA8950_m	1	UBA8950	0.0712	0.0000	0.0643	0.7530	0.4857
K00370	UBA2392_m	1	UBA2392	1.1016	0.2810	0.3853	0.0000	0.0404
K00370	JAEUKH01_m	1	JAEUKH01	0.0983	0.0000	0.1375	0.0743	0.7121
K00370	Vicingus_m	1	Vicingus	0.7061	0.6602	0.7201	2.9637	0.0000
K00370	CAIVAT01_m	1	CAIVAT01	0.2312	0.0000	0.0475	1.3897	0.3304
K00370	midas_g_94	1		0.1723	0.2270	0.0311	0.0000	0.2155
K00370	Brevundimonas_m	1	Brevundimonas	0.0000	0.0633	0.0000	0.5079	0.0000
K00371	Ca_Competibacter	6	Competibacter	1526.6738	1451.9959	1481.2104	652.3684	296.3895
K00371	Azonexus	3	Azonexus	3.6234	3.6895	5.3567	1.4310	0.1405
K00371	Giesbergeria_m	2	Giesbergeria	6.4435	11.8421	13.2510	1.9216	0.5784
K00371	Competibacter_A_m	1	Competibacter_A	18.0989	24.4865	23.0839	5.1622	3.5962
K00371	Villigracilis_m	4	Villigracilis	1.1158	0.0000	1.5613	6.6222	3.1093
K00371	Mesorhizobium	4	DUSC01	0.7835	0.6259	0.0966	2.5524	3.8276
K00371	Dokdonella	6	Dokdonella	1.5733	1.2957	1.1549	1.0401	0.1118
K00371	UBA5066_m	3	UBA5066	0.3371	0.6664	0.3046	0.5094	0.2396
K00371	Ottowia_m	1	Ottowia	2.5187	2.3232	1.1377	2.4738	0.8592
K00371	Rhodobacteraceae	3	Neotabrizicola	0.0000	0.4283	0.2937	0.2456	0.8316
K00371	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	1.8594	1.2243
K00371	Hydrogenophaga_m	3	Hydrogenophaga	2.3184	3.3369	3.9488	1.3388	0.2424
K00371	Desulfobacillus_m	1	Desulfobacillus	0.2920	0.0000	0.1319	0.0000	0.0000
K00371	Phreatobacter_m	2	Phreatobacter	1.7031	2.1037	1.6252	0.8684	1.4038
K00371	Arenimonas	4	Chiayiivirga	3.7527	4.3728	4.5782	0.9450	0.0951
K00371	UBA1573_m	3	UBA1573	0.7057	1.3426	0.7769	0.0000	0.0000
K00371	Rhizobiaceae	2	Mesorhizobium_A	0.1810	0.0000	0.0000	0.4102	1.1317
K00371	Rhabdaerophilum_m	1	Rhabdaerophilum	0.2834	0.4356	0.4693	0.4638	1.5841
K00371	P3OB-42	1	JAEUJQ01	1.3651	5.6640	4.4082	0.4389	0.0000
K00371	Inhella_m	2	Inhella	0.8478	0.6703	1.0723	0.1922	0.0482
K00371	Brevundimonas	2	Brevundimonas	0.4894	0.0000	0.1474	2.9582	0.1855
K00371	Bryobacter	3	JACTMJ01	1.2132	0.1142	0.5480	1.1785	0.1478
K00371	Aquimonas_m	3	Aquimonas	2.2087	1.2127	1.3303	0.0000	0.0000
K00371	UBA2400_m	1		0.0000	0.6677	0.0000	0.1914	17.2842
K00371	SHZI01_m	2	SHZI01	2.0388	2.0149	3.2233	0.2888	0.0724
K00371	Novosphingobium	1	Novosphingobium	0.0846	0.0000	0.1529	0.0639	1.2508
K00371	JAIOHN01_m	1	JAIOHN01	1.9357	0.6377	3.0604	6.9467	2.2010
K00371	midas_g_6489	1	UBA6170	0.1713	0.2257	0.0774	0.9057	0.2921
K00371	Casimicrobium_m	1	Casimicrobium	0.4089	0.8980	0.2463	0.0000	0.0000
K00371	JABFRJ01_m	1	JABFRJ01	1.5112	5.9739	1.3653	3.9961	1.2887
K00371	UBA2392_m	1	UBA2392	2.2441	0.7961	0.6238	0.0000	0.0000
K00371	Vicingus_m	1	Vicingus	0.2483	0.4207	0.1923	0.6969	0.0000
K00371	midas_g_94	1		0.1653	0.3268	0.0747	0.0625	0.2820
K00371	Brevundimonas_m	1	Brevundimonas	0.0000	0.0000	0.0313	0.5227	0.0000
K00374	Ca_Competibacter	6	Competibacter	405.0171	385.1028	412.5130	222.8233	115.4614
K00374	Azonexus	3	Azonexus	5.8899	5.5782	9.4782	1.6687	0.2093
K00374	Giesbergeria_m	2	Giesbergeria	10.6784	19.2302	22.6709	3.2271	1.0118
K00374	JAAEKA01_m	2	JAAEKA01	0.0000	0.2703	0.0000	1.5495	0.3498
K00374	Competibacter_A_m	1	Competibacter_A	46.4847	62.0027	57.4228	19.0956	13.6425
K00374	Villigracilis_m	4	Villigracilis	1.9420	0.0000	1.1804	7.0593	3.7548
K00374	Mesorhizobium	4	DUSC01	1.1502	0.8143	0.1520	2.2464	4.8015
K00374	Dokdonella	6	Dokdonella	1.9285	1.4521	1.1615	1.0407	0.0522
K00374	UBA5066_m	3	UBA5066	0.1889	0.4978	0.1707	0.7136	0.0000
K00374	Ottowia_m	1	Ottowia	1.9412	1.4388	0.9865	1.5582	0.6208
K00374	Rhodobacteraceae	3	Neotabrizicola	0.0000	0.8265	0.3778	0.4739	1.0698
K00374	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	4.2227	3.5514
K00374	Hydrogenophaga_m	3	Hydrogenophaga	0.8287	3.1833	2.0808	0.2440	0.0000
K00374	Rhodoplanes	1	SCUB01	0.2675	0.3525	0.0000	3.0317	18.7066
K00374	Phreatobacter_m	2	Phreatobacter	1.1421	2.6068	2.2666	1.6314	1.6711
K00374	Arenimonas	4	Chiayiivirga	3.0913	2.2642	2.4983	0.5592	0.0541
K00374	UBA1573_m	3	UBA1573	0.9437	1.7612	1.0256	0.0000	0.0000
K00374	Rhizobiaceae	2	Mesorhizobium_A	0.6639	0.6893	0.7877	0.6634	1.1359
K00374	Rhabdaerophilum_m	1	Rhabdaerophilum	0.1692	0.5575	0.5351	0.4475	2.8864
K00374	Inhella_m	2	Inhella	1.8564	2.2016	2.0126	0.2805	0.0000
K00374	Brevundimonas	2	Brevundimonas	0.3650	0.0000	0.3297	6.3425	0.4150
K00374	Bryobacter	3	JACTMJ01	3.6197	2.7759	1.3079	2.6649	0.3166
K00374	Aquimonas_m	3	Aquimonas	0.3951	0.9112	0.5355	0.0000	0.0000
K00374	UBA2400_m	1		0.0000	0.1293	0.0000	0.0000	9.7051
K00374	Novosphingobium	1	Novosphingobium	0.1856	0.0000	0.1677	0.1403	2.3219
K00374	midas_g_6489	1	UBA6170	0.2341	0.6169	0.0000	1.7685	0.9315
K00374	Casimicrobium_m	1	Casimicrobium	0.6947	1.5256	1.0460	0.0000	0.0000
K00374	Thermomonas	2	Thermomonas	2.2970	1.5134	3.1128	0.0000	0.0000
K00374	JABFRJ01_m	1	JABFRJ01	0.6348	2.2583	0.4311	0.7003	0.6774
K00374	UBA8950_m	1	UBA8950	0.0712	0.0000	0.0643	0.7530	0.4857
K00374	UBA2392_m	1	UBA2392	3.0381	0.7065	1.6145	0.0000	0.0000
K00374	Vicingus_m	1	Vicingus	0.7061	0.4652	0.3189	1.7337	0.0000
K00374	CAIVAT01_m	1	CAIVAT01	0.1787	0.0000	0.0000	0.4051	0.2032
K00374	midas_g_94	1		0.1881	0.0000	0.1699	0.0000	0.3208
K00374	Brevundimonas_m	1	Brevundimonas	0.0000	0.0000	0.0000	1.4914	0.0000
K00376	Ca_Competibacter	6	Competibacter	3.6952	1.5259	1.9052	44.9694	34.4390
K00376	Ca_Accumulibacter	3	Accumulibacter	24.7959	15.4847	13.2580	46.4733	115.0774
K00376	Thauera	1	Thauera	35.7707	96.2627	84.8306	2.6827	1.6449
K00376	Leptovillus_m	2	Leptovillus	103.1362	49.8220	33.9550	127.2700	111.9873
K00376	JAEULV01_m	1	JAEULV01	6.2739	7.9692	10.1106	10.0780	38.3677
K00376	OLB5_m	3	OLB5	67.5746	30.3332	44.1096	55.9629	19.7535
K00376	Niveibacterium	1	Niveibacterium	0.1997	0.7017	0.4811	0.0503	0.0000
K00376	Azonexus	3	Azonexus	5.6493	4.3897	5.4032	36.9404	9.5464
K00376	Propionivibrio	1	Accumulibacter	10.0859	1.7960	3.6940	40.1599	1.0848
K00376	Terrimonas	2	JJ008	41.9274	16.5328	19.5374	36.8858	42.6161
K00376	Giesbergeria_m	2	Giesbergeria	4.7227	8.1836	8.0658	1.3073	0.3918
K00376	Denitratisoma	1	Desulfobacillus	21.3583	9.0711	11.8007	8.0016	0.4014
K00376	Accumulibacter_m	3	Accumulibacter	11.5956	6.0027	4.1155	18.8773	4.7873
K00376	JAAEKA01_m	2	JAAEKA01	0.3365	0.0000	0.4545	16.3531	29.7532
K00376	Zoogloea	3	Zoogloea	14.2106	28.1299	29.5922	0.0000	0.8739
K00376	Bosea	2	JAIUNP01	1.2611	1.3308	2.5334	0.9370	3.5255
K00376	Fen-1058_m	1	Fen-1058	0.0000	0.3784	0.0000	8.4756	30.2431
K00376	Azospira	2	Azospira_A	5.7913	5.3344	7.0100	1.5718	0.0320
K00376	Mesorhizobium	4	DUSC01	1.5340	0.4387	0.8232	2.9607	4.7817
K00376	UBA5066_m	3	UBA5066	11.3608	18.6820	26.4749	1.6476	0.0000
K00376	Rhodobacter	4	JAAKGP01	3.4759	1.9427	2.3654	1.2586	0.7767
K00376	Azonexus_m	2	Azonexus	0.7738	1.5057	1.1760	5.1505	0.5247
K00376	Ca_Caldilinea	2	Caldilinea	1.9880	1.5339	2.0144	8.0206	4.7130
K00376	Rhodobacteraceae	3	Neotabrizicola	0.6265	0.6191	0.0000	3.0765	2.2480
K00376	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	3.7428	1.5519
K00376	BA12_m	2	BA12	0.2614	0.0000	0.0484	3.4732	1.1116
K00376	JAEXTR01_m	1	JAEXTR01	3.2302	3.5470	2.6751	4.0675	7.4988
K00376	Hydrogenophaga_m	3	Hydrogenophaga	0.5390	1.0330	1.3723	0.0370	0.0000
K00376	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.0000	0.2455	5.1325	2.3173
K00376	Ignavibacterium	3	UTCHB3	1.4702	2.4727	2.2851	9.5785	0.0000
K00376	Defluviicoccus_m	2	Defluviicoccus	0.9911	0.5936	0.7326	0.2723	0.3586
K00376	Phaeodactylibacter	1	UBA2329	1.2410	1.5391	1.3190	3.1988	1.9091
K00376	CALBKH01_m	1	CALBKH01	0.4531	0.5970	0.8560	1.5126	7.9066
K00376	Rhodoplanes	1	SCUB01	0.0000	0.0000	0.0000	1.8378	4.2301
K00376	Desulfobacillus_m	1	Desulfobacillus	3.8334	1.9314	2.2409	0.9796	0.1282
K00376	Rhizobiaceae	2	Mesorhizobium_A	0.5945	1.0445	0.7161	0.2495	0.0376
K00376	UBA2796_m	1	UBA2796	0.4534	0.0000	0.4096	8.2206	5.6704
K00376	JACTMZ01_m	4	JACTMZ01	1.0110	1.5987	1.0960	0.8148	0.4216
K00376	BA9_m	1	BA9	0.2659	0.3503	0.2402	10.6458	0.0000
K00376	PHOS-HE28_m	2	PHOS-HE28	0.6315	2.4440	2.6213	9.8716	0.7337
K00376	UBA6663_m	1	UBA6663	0.5847	0.4280	0.2934	0.2454	0.5909
K00376	Taibaiella	1	Flavipsychrobacter	3.6079	6.8341	7.3339	3.2369	0.0000
K00376	Sulfuritalea	2	Azospira_A	0.8434	1.2619	1.8335	1.0656	0.8166
K00376	Chelatococcus_asaccharovorans	1	Chelatococcus	0.2917	0.6405	0.6148	0.0000	0.0553
K00376	P3OB-42	1	JAEUJQ01	0.9901	1.7939	1.5654	0.0000	0.0000
K00376	Gemmobacter	1	Gemmobacter	0.7368	1.1474	0.8472	0.0506	0.0000
K00376	Inhella_m	2	Inhella	0.9334	0.9664	1.0240	0.1008	0.0000
K00376	OLB10_m	1	OLB10	6.5486	1.3275	1.5928	6.0893	1.1455
K00376	Amaricoccus	1	Amaricoccus	1.0396	0.7828	1.3417	0.8977	0.4222
K00376	Flavobacterium	1	Flavobacterium	2.9226	5.8779	4.8638	0.0000	0.0874
K00376	Leadbetterella_m	1	Leadbetterella	0.2970	0.0000	0.0000	4.9371	6.5859
K00376	Sulfuritalea_m	1	Sulfuritalea	0.8456	0.1486	0.7639	0.2130	0.0000
K00376	JAIUNP01_m	1	JAIUNP01	0.9383	1.0000	0.7967	0.7048	2.5147
K00376	SHZI01_m	2	SHZI01	1.5344	1.4144	1.0740	0.2015	0.0000
K00376	midas_g_1409	1	M3007	5.3172	3.5032	2.4019	4.4190	0.3023
K00376	JAAFHL01_m	1	JAAFHL01	1.3051	0.5733	1.1791	0.0000	4.0810
K00376	UBA2475_m	3	UBA2475	2.7664	2.8999	2.0997	0.1947	0.0000
K00376	Niabella	1	Niabella	2.3781	3.4817	3.5807	0.5989	0.0000
K00376	Gemmatimonas	1	JAABRT01	0.1810	0.3974	0.2725	0.0000	0.0000
K00376	2-12-FULL-35-15_m	2	2-12-FULL-35-15	5.3172	10.1594	6.9654	3.6155	0.9069
K00376	JACKCG01_m	1	JACKCG01	1.1010	0.4267	0.7021	2.2509	0.2209
K00376	Terrimicrobium	1	QYQL01	0.0000	0.0000	0.0000	2.2313	1.9589
K00376	UBA2336_m	1	UBA2336	1.9878	0.8731	1.3968	1.6687	0.0000
K00376	Edaphobaculum	3	Flavipsychrobacter	0.1040	0.1371	0.4699	0.0000	0.0591
K00376	PGYR01_m	1	PGYR01	0.3915	0.6879	0.5306	0.7888	0.0000
K00376	ELB16-189_m	1	ELB16-189	1.9577	1.1465	2.3582	0.0000	0.0000
K00376	Defluviimonas	1	Albidovulum	0.0000	0.0000	0.0000	0.1466	0.4412
K00376	IGN3_m	1	IGN3	0.0000	3.1070	1.7631	6.0759	0.3195
K00376	Sediminibacterium	1	Sediminibacterium	0.0395	1.0423	0.7503	0.0000	0.0000
K00376	JAFEBO01_m	1	JAFEBO01	0.6741	0.3948	0.6767	0.1132	0.1278
K00376	JABWBB01_m	1	JABWBB01	0.2752	0.5440	0.8702	1.1436	0.2347
K00376	Flavitalea	1	JJ008	2.1108	2.8972	2.7174	0.3057	0.2300
K00376	UBA2386_m	1	UBA2386	0.7233	0.8665	0.9505	0.0497	0.0000
K00376	JADLGF01_m	1	JADLGF01	0.0703	0.0000	0.0000	0.3716	0.0000
K00376	midas_g_9628	1	UBA1930	1.2484	1.0967	1.3158	0.0000	0.0000
K00376	JAFLCM01_m	1	JAFLCM01	1.3520	5.0899	4.0132	0.4378	0.0000
K00376	Leptonema_m	1	Leptonema	0.3468	0.2742	0.1880	0.0000	0.0000
K00376	UBA2396_m	1	UBA2396	0.9958	0.5741	0.6185	0.0470	0.0354
K00376	Mariniflexile_m	1	Mariniflexile	0.5268	0.3471	0.3570	0.0498	0.0000
K00376	SCN-52-12_m	1	SCN-52-12	0.0000	0.0000	0.0503	0.0000	0.4429
K00376	Rurimicrobium	1	Flavipsychrobacter	0.3273	0.3450	0.1774	0.0000	0.0000
K00376	Flavipsychrobacter_m	1	Flavipsychrobacter	0.0000	0.0000	0.2417	0.6063	2.1292
K00376	Phnomibacter_m	1	Phnomibacter	0.2591	0.7681	0.1170	0.0979	0.0736
K00626	Ca_Competibacter	6	Competibacter	1514.2341	1550.8596	1483.4395	704.8201	390.1920
K00626	Ca_Accumulibacter	3	Accumulibacter	191.8772	128.2588	123.8118	421.0793	602.7246
K00626	Thauera	1	Thauera	141.6290	353.6575	326.4609	12.4813	6.3904
K00626	Leptovillus_m	2	Leptovillus	128.6292	72.6465	78.6770	182.3455	167.5195
K00626	JAEULV01_m	1	JAEULV01	55.0487	75.1522	71.8795	80.3991	295.2234
K00626	OLB5_m	3	OLB5	65.5954	40.4363	33.5515	60.5959	29.0356
K00626	Niveibacterium	1	Niveibacterium	38.6060	75.6671	72.8395	11.8219	5.7941
K00626	Azonexus	3	Azonexus	36.0747	29.2917	35.7046	180.1122	50.2705
K00626	Propionivibrio	1	Accumulibacter	59.4278	23.9795	20.3153	164.5234	8.1053
K00626	Terrimonas	2	JJ008	12.5722	7.7355	7.4279	22.8277	55.9232
K00626	Lysobacter	1	SCMT01	50.3387	42.5575	51.8344	40.2107	10.5348
K00626	Giesbergeria_m	2	Giesbergeria	72.1110	129.1438	119.9604	19.4106	6.2886
K00626	Denitratisoma	1	Desulfobacillus	139.2177	59.4232	62.8473	54.4851	3.3592
K00626	Accumulibacter_m	3	Accumulibacter	10.0894	7.5684	8.0998	19.9878	5.3698
K00626	JAAEKA01_m	2	JAAEKA01	0.5899	0.0000	0.6815	38.6110	66.4890
K00626	Zoogloea	3	Zoogloea	37.8275	108.4973	100.2391	2.3118	1.9723
K00626	Bosea	2	JAIUNP01	7.5251	12.9964	12.9111	8.9348	19.3564
K00626	Fen-1058_m	1	Fen-1058	0.0063	1.0504	0.6821	16.5450	56.6769
K00626	Competibacter_A_m	1	Competibacter_A	0.0000	0.3348	0.0000	0.2880	0.0000
K00626	Azospira	2	Azospira_A	35.6943	33.8693	39.9714	10.3153	1.9527
K00626	Villigracilis_m	4	Villigracilis	7.9352	1.8074	2.9838	33.3168	16.8331
K00626	Mesorhizobium	4	DUSC01	13.5243	11.5024	11.3432	27.1651	26.9657
K00626	Dokdonella	6	Dokdonella	11.4775	10.9244	10.4540	12.4623	0.8544
K00626	UBA5066_m	3	UBA5066	9.7793	13.0784	15.4238	0.4580	0.0000
K00626	Beijerinckiaceae_m	1		0.9051	0.1412	0.2673	4.7150	41.6634
K00626	Rhodobacter	4	JAAKGP01	22.1554	24.8746	28.2138	15.1392	6.8583
K00626	Azonexus_m	2	Azonexus	9.9433	19.5481	20.7053	29.3948	5.1578
K00626	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	11.5706	17.6348	19.4447	0.5158	0.2281
K00626	Ca_Caldilinea	2	Caldilinea	6.1339	3.6780	5.6863	18.2427	13.0668
K00626	Flexifilum_m	4	Flexifilum	3.2358	7.1899	8.1337	21.3802	17.5059
K00626	Ottowia_m	1	Ottowia	13.1747	16.3398	17.0441	9.4608	6.8526
K00626	Rhodobacteraceae	3	Neotabrizicola	4.0097	1.0684	2.3536	14.3599	9.7492
K00626	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	4.6644	2.0892
K00626	BA12_m	2	BA12	0.0000	0.0000	0.0983	11.4725	3.8015
K00626	JAEXTR01_m	1	JAEXTR01	2.5089	1.6530	3.3999	4.7388	8.0827
K00626	Hydrogenophaga_m	3	Hydrogenophaga	10.0997	29.8891	25.0500	4.7234	0.6579
K00626	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.4267	0.0000	8.3185	4.2344
K00626	Ignavibacterium	3	UTCHB3	3.5109	3.2932	4.9287	7.5102	0.0000
K00626	Defluviicoccus_m	2	Defluviicoccus	3.8271	4.0215	1.7944	0.2562	0.2341
K00626	Phaeodactylibacter	1	UBA2329	2.4885	1.2612	1.5564	3.6155	3.0471
K00626	CALBKH01_m	1	CALBKH01	2.6939	1.8133	1.1759	1.9623	13.6388
K00626	Rhodoplanes	1	SCUB01	0.4605	0.2208	0.4745	7.3297	19.4753
K00626	Desulfobacillus_m	1	Desulfobacillus	38.4090	22.8911	24.9917	6.8288	1.3618
K00626	Phreatobacter_m	2	Phreatobacter	6.7025	5.9789	6.9416	7.9957	6.2790
K00626	Arenimonas	4	Chiayiivirga	8.1519	7.4170	6.9147	1.9097	0.1196
K00626	UBA1573_m	3	UBA1573	0.7697	3.0392	1.5167	0.0000	0.0000
K00626	Rhizobiaceae	2	Mesorhizobium_A	10.0747	9.3245	7.6162	4.2553	5.2510
K00626	UBA2796_m	1	UBA2796	0.5512	0.0000	0.2134	1.6657	0.6267
K00626	UBA1924_m	2		5.9250	10.3960	9.1915	0.0605	0.0910
K00626	BA9_m	1	BA9	0.0000	0.0000	0.2363	3.0300	0.0000
K00626	PHOS-HE28_m	2	PHOS-HE28	0.1210	0.0000	0.0000	7.9522	0.3439
K00626	UBA6663_m	1	UBA6663	2.3748	3.0889	3.4220	2.1018	4.6447
K00626	Taibaiella	1	Flavipsychrobacter	1.7580	7.1406	8.9250	2.6947	0.0248
K00626	Sulfuritalea	2	Azospira_A	2.8561	7.0101	8.8070	2.3067	0.1851
K00626	Rhabdaerophilum_m	1	Rhabdaerophilum	1.1512	1.1318	1.6093	2.3780	6.8056
K00626	Chelatococcus_asaccharovorans	1	Chelatococcus	6.4888	8.4768	8.5427	1.4201	0.7319
K00626	P3OB-42	1	JAEUJQ01	3.9401	6.0058	6.7682	0.1414	0.0000
K00626	Gemmobacter	1	Gemmobacter	6.1192	14.3690	12.3076	0.6339	0.6628
K00626	JACRCT01_m	1	JACRCT01	0.0000	0.0764	0.0524	0.4266	16.7736
K00626	Hoeflea	1	Pseudohoeflea	4.5116	3.9273	3.7403	3.0623	2.4998
K00626	Inhella_m	2	Inhella	8.5593	8.3694	9.5234	2.6082	1.0564
K00626	OLB10_m	1	OLB10	1.4247	0.4332	0.5941	1.9872	0.2492
K00626	Amaricoccus	1	Amaricoccus	3.4391	2.7723	4.1392	3.2063	0.9794
K00626	Brevundimonas	2	Brevundimonas	6.8109	7.6990	6.2851	37.6670	3.2859
K00626	Flavobacterium	1	Flavobacterium	3.4350	4.5263	4.0581	0.1996	0.0000
K00626	JALHNB01_m	2	JALHNB01	1.5902	0.8073	0.6935	4.6355	1.5586
K00626	CFX2_m	1	CFX2	27.0739	23.1714	28.6780	6.8276	0.1285
K00626	JANWYT01_m	1	JANWYT01	11.2188	4.2288	7.8199	0.1615	0.0000
K00626	Leadbetterella_m	1	Leadbetterella	0.5981	0.0000	0.5403	5.3124	14.3511
K00626	GCA-2794515_m	2	GCA-2794515	3.2755	2.3339	2.7172	1.7320	2.0312
K00626	Sulfuritalea_m	1	Sulfuritalea	14.3449	16.3532	17.6108	3.8865	0.3028
K00626	JAIUNP01_m	1	JAIUNP01	2.7693	3.9944	2.7149	1.3536	1.7637
K00626	alphaI_cluster	1	GCA-013693735	2.7949	5.1146	2.7957	3.5341	2.2310
K00626	Luteimonas	3	Luteimonas_D	1.6791	5.0613	3.0375	3.7220	1.1968
K00626	Cephaloticoccus	1	UBA2377	2.1856	1.0165	0.9292	1.1656	0.0000
K00626	Cloacibacterium	1	Kaistella	2.8888	12.8039	11.1511	0.0000	0.1493
K00626	Aquimonas_m	3	Aquimonas	3.4618	1.7639	2.7364	3.0174	0.2428
K00626	UBA2400_m	1		0.0000	0.0000	0.0000	0.1325	8.1287
K00626	SHZI01_m	2	SHZI01	4.1696	2.9934	3.5323	1.5770	0.0947
K00626	JADKFD01_m	1	JADKFD01	3.4162	3.0989	1.7780	3.9929	0.1689
K00626	UBA2287_m	1	UBA2287	0.5127	0.0000	0.0000	4.6485	1.7490
K00626	Novosphingobium	1	Novosphingobium	0.6229	1.7654	2.1237	0.6515	19.4488
K00626	JAIOHN01_m	1	JAIOHN01	0.3508	0.0926	0.1270	1.1135	0.5586
K00626	midas_g_1409	1	M3007	1.3673	0.6006	1.8529	3.2712	0.1296
K00626	UBA9002_m	1	UBA9002	1.0129	0.0000	0.1635	1.3388	3.5781
K00626	UBA5195_m	1	UBA5195	0.0000	0.4083	0.2799	4.2314	6.0465
K00626	JAAFHL01_m	1	JAAFHL01	0.2743	1.2652	1.2392	0.0000	2.5734
K00626	UBA2475_m	3	UBA2475	3.4378	6.0777	6.9171	0.0830	0.1246
K00626	Pseudorhodobacter	1	JAAKGP01	2.7160	5.7913	3.1824	1.4560	1.3275
K00626	midas_g_4351	1	JADZAI01	5.1384	2.5970	3.1649	9.8151	7.6749
K00626	Niabella	1	Niabella	0.6049	2.3913	1.4209	0.2742	0.0688
K00626	Gemmatimonas	1	JAABRT01	0.5330	0.2810	0.2889	0.0000	0.0606
K00626	2-12-FULL-35-15_m	2	2-12-FULL-35-15	1.3151	0.8664	1.0891	0.8280	0.1246
K00626	JADZAI01_m	1	JADZAI01	4.2939	11.5954	13.9787	2.3062	0.3164
K00626	GCA-013693735_m	1	GCA-013693735	1.3694	2.7080	2.9599	2.2704	5.0750
K00626	JACKCG01_m	1	JACKCG01	2.0094	0.2717	1.2921	7.2566	0.0000
K00626	Holophagaceae	1	Holophaga	0.8633	4.0945	3.7452	1.5918	0.0594
K00626	JALNZU01_m	1	JALNZU01	0.7695	2.1570	2.0919	0.5091	0.1093
K00626	Luteimonas_D_m	1	Luteimonas_D	2.1041	4.5065	4.0402	1.2687	1.0238
K00626	midas_g_6489	1	UBA6170	0.1023	0.0000	0.0000	3.6161	2.8815
K00626	Paracoccus	1	Paracoccus	5.9176	6.6909	5.8090	3.7983	3.6998
K00626	Pseudofulvimonas_m	2	Pseudofulvimonas	1.0904	2.7950	2.4592	0.1980	0.0894
K00626	Casimicrobium_m	1	Casimicrobium	1.0368	12.5376	5.4031	0.7909	0.0000
K00626	Thermomonas	2	Thermomonas	4.1836	4.4188	5.5348	1.2802	0.1071
K00626	Terrimicrobium	1	QYQL01	0.0000	0.0000	0.0000	2.3523	5.6052
K00626	JABFRJ01_m	1	JABFRJ01	3.5165	1.3210	2.7308	1.2473	4.7783
K00626	Anaerolinea	1	Anaerolinea	1.9839	0.2365	0.2760	6.5284	1.3313
K00626	UBA2336_m	1	UBA2336	2.3041	0.7006	0.6405	0.2678	0.0000
K00626	Edaphobaculum	3	Flavipsychrobacter	0.5743	0.9459	0.7782	0.2812	5.0380
K00626	UBA8950_m	1	UBA8950	1.4089	0.1466	0.1005	3.3631	1.0273
K00626	UBA2392_m	1	UBA2392	5.9112	1.2493	1.9302	0.3996	0.0596
K00626	UBA5200_m	1	UBA5200	1.1421	2.9808	2.7448	1.1938	0.3878
K00626	Holophaga_m	1	Holophaga	0.1023	0.4366	1.0255	0.2797	1.1467
K00626	Shinella	1	Mesorhizobium_G	3.5089	5.7246	5.2156	0.5248	1.5797
K00626	PGYR01_m	1	PGYR01	1.5878	0.0000	0.3586	1.0497	0.1128
K00626	ELB16-189_m	1	ELB16-189	3.4484	4.6366	3.9419	0.0000	0.0000
K00626	Defluviimonas	1	Albidovulum	0.6017	0.5878	0.6956	0.6647	4.5013
K00626	JAEUKH01_m	1	JAEUKH01	0.5667	0.6150	0.2843	0.0000	2.5665
K00626	IGN3_m	1	IGN3	0.0000	0.0000	0.0000	0.9936	0.3115
K00626	Vicingus_m	1	Vicingus	0.2051	0.4247	0.5823	1.8484	0.0000
K00626	Sediminibacterium	1	Sediminibacterium	1.5586	4.6923	4.1643	0.1373	0.0000
K00626	GCA-2702655_m	1	GCA-2702655	0.3339	0.0000	0.1563	1.4568	0.8362
K00626	Prosthecobacter	1	Prosthecobacter	0.1130	0.0000	0.0000	1.7081	0.1928
K00626	JAFEBO01_m	1	JAFEBO01	0.8790	0.4633	1.2705	0.0000	0.0999
K00626	Ch132_m	1	Ch132	0.2965	0.0977	0.0670	0.3920	0.0421
K00626	Leptolinea	1	Leptolinea	0.9571	0.0000	0.0000	4.0810	0.6385
K00626	Blastopirellula	1	M30B19	1.9666	1.0366	0.1777	0.0000	0.0000
K00626	midas_g_2947	1	Arctic95D-9	0.4733	0.6237	2.9931	0.0000	0.0000
K00626	JABWBB01_m	1	JABWBB01	0.3880	0.3409	0.2337	1.4658	0.3677
K00626	CAIVAT01_m	1	CAIVAT01	0.0000	0.0000	0.1777	0.8915	0.1118
K00626	Flavitalea	1	JJ008	0.9781	1.1488	0.1980	0.2472	0.1237
K00626	Salinispiraceae_m	1		0.1002	0.0000	0.1810	0.6054	0.0000
K00626	UBA2386_m	1	UBA2386	1.9437	0.8858	1.8708	0.0000	0.0000
K00626	JADLGF01_m	1	JADLGF01	0.1077	0.0000	0.0000	0.3254	0.0000
K00626	midas_g_94	1		0.6827	0.4360	0.5434	0.5599	0.9812
